"site";"site_lot_nbab";"date";"semaine";"lot";"nbab";"num_jour";"pdsab_calc";"saison_exp";"cadre";"expo_lum";"expo_vent";"orientation";"type";"cause_mort";"race";"origine";"somme_precipitation_7";"somme_precipitation_3";"precipitation";"humidite";"temp_12h";"moy_temp";"precipitation_J1";"precipitation_J2";"precipitation_J3";"humidite_J1";"humidite_J2";"humidite_J3";"moy_temp_J1";"moy_temp_J2";"moy_temp_J3";"Departement";"Region";"meteo_km";"alt_meteo_m";"alt_site_m";"jour"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-06-09";"semaine1";"Lot 2";"300 Ab";1;121,4521452;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";3,8;0,4;0;84;27;23;0,1;0,3;0,8;85;84;86;22;22;20,33333333;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"1"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-06-10";"semaine1";"Lot 2";"300 Ab";2;118,4818482;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";2,3;0,1;0;83;27;23,66666667;0;0,1;0,3;84;85;84;23;22;22;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"2"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-06-11";"semaine1";"Lot 2";"300 Ab";3;116,5016502;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";4,4;2,6;2,6;87;24;21;0;0;0,1;83;84;85;23,66666667;23;22;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"3"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-06-12";"semaine1";"Lot 2";"300 Ab";4;112,5412541;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";7,1;5,9;3,3;90;22;19,66666667;2,6;0;0;87;83;84;21;23,66666667;23;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"4"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-06-13";"semaine1";"Lot 2";"300 Ab";5;111,5511551;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";7,1;6,7;0,8;92;16;16,33333333;3,3;2,6;0;90;87;83;19,66666667;21;23,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"5"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-06-14";"semaine1";"Lot 2";"300 Ab";6;107,9207921;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";6,9;4,2;0,1;79;20;18,33333333;0,8;3,3;2,6;92;90;87;16,33333333;19,66666667;21;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"6"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-06-15";"semaine1";"Lot 2";"300 Ab";7;103,30033;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";6,8;0,9;0;80;22;20,33333333;0,1;0,8;3,3;79;92;90;18,33333333;16,33333333;19,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"7"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-06-21";"semaine2";"Lot 2";"300 Ab";13;73,59735974;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";0,1;0;0;73;30;26,33333333;0;0;0;88;83;78;26;22;20;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"14"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-06-27";"semaine3";"Lot 2";"300 Ab";19;54,45544554;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";0;0;0;87;27;24;0;0;0;86;83;80;22,33333333;21;20,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"21"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-07-05";"semaine4";"Lot 2";"300 Ab";27;41,91419142;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";0,3;0,3;0,2;71;27;24;0;0,1;0;56;57;64;28,33333333;27,66666667;26,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"28"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-07-08";"semaine5";"Lot 2";"300 Ab";30;40,92409241;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";0,4;0,1;0;58;28;25;0;0,1;0,2;61;66;71;24,33333333;22,66666667;24;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"35"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-07-13";"semaine6";"Lot 2";"300 Ab";35;37,62376238;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";0;0;0;49;31;26,33333333;0;0;0;60;64;61;22,33333333;20,66666667;24;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"42"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-07-20";"semaine7";"Lot 2";"300 Ab";42;36,96369637;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";10,3;2,7;2,3;76;33;29;0,3;0,1;0,1;52;54;60;27,66666667;26;25;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"49"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-08-01";"semaine8";"Lot 2";"300 Ab";54;36,96369637;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";4,2;3,2;2,2;49;25;27,66666667;1;0;1;55;58;58;29;28,33333333;29,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"56"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-08-08";"semaine9";"Lot 2";"300 Ab";61;36,96369637;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";6,3;4,3;0,7;60;31;27,66666667;1,8;1,8;0,1;56;50;49;28,66666667;30,33333333;29,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"63"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-08-15";"semaine10";"Lot 2";"300 Ab";68;36,96369637;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";57,9;10,3;0;62;26;22,66666667;0,1;10,2;0,1;68;81;47;22;23,66666667;26;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"70"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-08-22";"semaine11";"Lot 2";"300 Ab";75;36,96369637;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";1,4;0,5;0,5;60;32;28;0;0;0;70;52;58;25;24,33333333;23,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"77"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-08-28";"semaine12";"Lot 2";"300 Ab";81;36,96369637;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";1,6;0;0;62;31;26,33333333;0;0;0,2;43;55;64;22,66666667;17,33333333;16;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"84"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-09-04";"semaine13";"Lot 2";"300 Ab";88;36,63366337;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";2,3;0;0;64;25;21,33333333;0;0;0;62;64;60;21;19;18;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"91"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-09-12";"semaine14";"Lot 2";"300 Ab";96;36,30363036;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";2,2;0,1;0,1;53;29;25;0;0;0;48;54;58;26,66666667;24,33333333;23,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"98"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-09-19";"semaine15";"Lot 2";"300 Ab";103;35,97359736;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";0;0;0;63;28;24,66666667;0;0;0;67;63;58;23;23,33333333;21,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"105"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-09-26";"semaine16";"Lot 2";"300 Ab";110;36,63366337;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";0;0;0;51;23;18,33333333;0;0;0;48;64;49;15,66666667;15,33333333;24;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"112"
"Site Gilles";"Site Gilles - lot 2 - 300 Ab";"2018-10-03";"semaine17";"Lot 2";"300 Ab";117;37,29372937;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CB";3,5;0,4;0;70;18;14,66666667;0;0,4;3,1;56;68;76;12;12,66666667;16,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"119"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-06-08";"semaine1";"Lot 3";"300 Ab";0;138,3399209;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";3,9;1,2;0,1;85;24;22;0,3;0,8;0,6;84;86;85;22;20,33333333;21,33333333;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"0"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-06-09";"semaine1";"Lot 3";"300 Ab";1;127,6679842;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";3,8;0,4;0;84;27;23;0,1;0,3;0,8;85;84;86;22;22;20,33333333;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"1"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-06-10";"semaine1";"Lot 3";"300 Ab";2;121,3438735;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";2,3;0,1;0;83;27;23,66666667;0;0,1;0,3;84;85;84;23;22;22;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"2"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-06-11";"semaine1";"Lot 3";"300 Ab";3;117,3913043;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";4,4;2,6;2,6;87;24;21;0;0;0,1;83;84;85;23,66666667;23;22;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"3"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-06-12";"semaine1";"Lot 3";"300 Ab";4;115,8102767;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";7,1;5,9;3,3;90;22;19,66666667;2,6;0;0;87;83;84;21;23,66666667;23;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"4"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-06-13";"semaine1";"Lot 3";"300 Ab";5;114,6245059;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";7,1;6,7;0,8;92;16;16,33333333;3,3;2,6;0;90;87;83;19,66666667;21;23,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"5"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-06-14";"semaine1";"Lot 3";"300 Ab";6;109,8814229;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";6,9;4,2;0,1;79;20;18,33333333;0,8;3,3;2,6;92;90;87;16,33333333;19,66666667;21;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"6"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-06-15";"semaine1";"Lot 3";"300 Ab";7;103,5573123;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";6,8;0,9;0;80;22;20,33333333;0,1;0,8;3,3;79;92;90;18,33333333;16,33333333;19,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"7"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-06-21";"semaine2";"Lot 3";"300 Ab";13;72,33201581;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";0,1;0;0;73;30;26,33333333;0;0;0;88;83;78;26;22;20;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"14"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-06-27";"semaine3";"Lot 3";"300 Ab";19;47,43083004;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";0;0;0;87;27;24;0;0;0;86;83;80;22,33333333;21;20,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"21"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-07-05";"semaine4";"Lot 3";"300 Ab";27;41,10671937;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";0,3;0,3;0,2;71;27;24;0;0,1;0;56;57;64;28,33333333;27,66666667;26,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"28"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-07-08";"semaine5";"Lot 3";"300 Ab";30;40,31620553;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";0,4;0,1;0;58;28;25;0;0,1;0,2;61;66;71;24,33333333;22,66666667;24;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"35"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-07-13";"semaine6";"Lot 3";"300 Ab";35;38,73517787;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";0;0;0;49;31;26,33333333;0;0;0;60;64;61;22,33333333;20,66666667;24;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"42"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-07-20";"semaine7";"Lot 3";"300 Ab";42;38,33992095;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";10,3;2,7;2,3;76;33;29;0,3;0,1;0,1;52;54;60;27,66666667;26;25;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"49"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-08-01";"semaine8";"Lot 3";"300 Ab";54;37,54940711;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";4,2;3,2;2,2;49;25;27,66666667;1;0;1;55;58;58;29;28,33333333;29,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"56"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-08-08";"semaine9";"Lot 3";"300 Ab";61;37,54940711;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";6,3;4,3;0,7;60;31;27,66666667;1,8;1,8;0,1;56;50;49;28,66666667;30,33333333;29,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"63"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-08-15";"semaine10";"Lot 3";"300 Ab";68;37,54940711;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";57,9;10,3;0;62;26;22,66666667;0,1;10,2;0,1;68;81;47;22;23,66666667;26;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"70"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-08-22";"semaine11";"Lot 3";"300 Ab";75;37,54940711;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";1,4;0,5;0,5;60;32;28;0;0;0;70;52;58;25;24,33333333;23,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"77"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-08-28";"semaine12";"Lot 3";"300 Ab";81;37,54940711;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";1,6;0;0;62;31;26,33333333;0;0;0,2;43;55;64;22,66666667;17,33333333;16;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"84"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-09-04";"semaine13";"Lot 3";"300 Ab";88;37,54940711;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";2,3;0;0;64;25;21,33333333;0;0;0;62;64;60;21;19;18;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"91"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-09-12";"semaine14";"Lot 3";"300 Ab";96;36,75889328;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";2,2;0,1;0,1;53;29;25;0;0;0;48;54;58;26,66666667;24,33333333;23,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"98"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-09-19";"semaine15";"Lot 3";"300 Ab";103;36,75889328;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";0;0;0;63;28;24,66666667;0;0;0;67;63;58;23;23,33333333;21,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"105"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-09-26";"semaine16";"Lot 3";"300 Ab";110;35,96837945;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";0;0;0;51;23;18,33333333;0;0;0;48;64;49;15,66666667;15,33333333;24;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"112"
"Site Gilles";"Site Gilles - lot 3 - 300 Ab";"2018-10-03";"semaine17";"Lot 3";"300 Ab";117;36,75889328;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CC";3,5;0,4;0;70;18;14,66666667;0;0,4;3,1;56;68;76;12;12,66666667;16,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"119"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-06-08";"semaine1";"Lot 4";"300 Ab";0;138,9189189;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";3,9;1,2;0,1;85;24;22;0,3;0,8;0,6;84;86;85;22;20,33333333;21,33333333;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"0"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-06-09";"semaine1";"Lot 4";"300 Ab";1;127,5675676;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";3,8;0,4;0;84;27;23;0,1;0,3;0,8;85;84;86;22;22;20,33333333;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"1"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-06-10";"semaine1";"Lot 4";"300 Ab";2;122,7027027;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";2,3;0,1;0;83;27;23,66666667;0;0,1;0,3;84;85;84;23;22;22;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"2"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-06-11";"semaine1";"Lot 4";"300 Ab";3;119,4594595;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";4,4;2,6;2,6;87;24;21;0;0;0,1;83;84;85;23,66666667;23;22;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"3"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-06-12";"semaine1";"Lot 4";"300 Ab";4;117,8378378;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";7,1;5,9;3,3;90;22;19,66666667;2,6;0;0;87;83;84;21;23,66666667;23;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"4"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-06-13";"semaine1";"Lot 4";"300 Ab";5;117,2972973;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";7,1;6,7;0,8;92;16;16,33333333;3,3;2,6;0;90;87;83;19,66666667;21;23,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"5"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-06-14";"semaine1";"Lot 4";"300 Ab";6;112,4324324;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";6,9;4,2;0,1;79;20;18,33333333;0,8;3,3;2,6;92;90;87;16,33333333;19,66666667;21;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"6"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-06-15";"semaine1";"Lot 4";"300 Ab";7;107,5675676;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";6,8;0,9;0;80;22;20,33333333;0,1;0,8;3,3;79;92;90;18,33333333;16,33333333;19,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"7"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-06-21";"semaine2";"Lot 4";"300 Ab";13;75,67567568;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";0,1;0;0;73;30;26,33333333;0;0;0;88;83;78;26;22;20;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"14"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-06-27";"semaine3";"Lot 4";"300 Ab";19;51,35135135;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";0;0;0;87;27;24;0;0;0;86;83;80;22,33333333;21;20,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"21"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-07-05";"semaine4";"Lot 4";"300 Ab";27;41,62162162;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";0,3;0,3;0,2;71;27;24;0;0,1;0;56;57;64;28,33333333;27,66666667;26,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"28"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-07-08";"semaine5";"Lot 4";"300 Ab";30;41,08108108;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";0,4;0,1;0;58;28;25;0;0,1;0,2;61;66;71;24,33333333;22,66666667;24;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"35"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-07-13";"semaine6";"Lot 4";"300 Ab";35;38,37837838;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";0;0;0;49;31;26,33333333;0;0;0;60;64;61;22,33333333;20,66666667;24;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"42"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-07-20";"semaine7";"Lot 4";"300 Ab";42;37,2972973;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";10,3;2,7;2,3;76;33;29;0,3;0,1;0,1;52;54;60;27,66666667;26;25;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"49"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-08-01";"semaine8";"Lot 4";"300 Ab";54;36,75675676;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";4,2;3,2;2,2;49;25;27,66666667;1;0;1;55;58;58;29;28,33333333;29,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"56"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-08-08";"semaine9";"Lot 4";"300 Ab";61;37,2972973;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";6,3;4,3;0,7;60;31;27,66666667;1,8;1,8;0,1;56;50;49;28,66666667;30,33333333;29,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"63"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-08-15";"semaine10";"Lot 4";"300 Ab";68;37,2972973;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";57,9;10,3;0;62;26;22,66666667;0,1;10,2;0,1;68;81;47;22;23,66666667;26;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"70"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-08-22";"semaine11";"Lot 4";"300 Ab";75;37,2972973;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";1,4;0,5;0,5;60;32;28;0;0;0;70;52;58;25;24,33333333;23,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"77"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-08-28";"semaine12";"Lot 4";"300 Ab";81;37,2972973;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";1,6;0;0;62;31;26,33333333;0;0;0,2;43;55;64;22,66666667;17,33333333;16;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"84"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-09-04";"semaine13";"Lot 4";"300 Ab";88;37,2972973;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";2,3;0;0;64;25;21,33333333;0;0;0;62;64;60;21;19;18;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"91"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-09-12";"semaine14";"Lot 4";"300 Ab";96;37,2972973;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";2,2;0,1;0,1;53;29;25;0;0;0;48;54;58;26,66666667;24,33333333;23,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"98"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-09-19";"semaine15";"Lot 4";"300 Ab";103;35,13513514;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";0;0;0;63;28;24,66666667;0;0;0;67;63;58;23;23,33333333;21,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"105"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-09-26";"semaine16";"Lot 4";"300 Ab";110;35,67567568;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";0;0;0;51;23;18,33333333;0;0;0;48;64;49;15,66666667;15,33333333;24;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"112"
"Site Gilles";"Site Gilles - lot 4 - 300 Ab";"2018-10-03";"semaine17";"Lot 4";"300 Ab";117;36,21621622;"printemps";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CD";3,5;0,4;0;70;18;14,66666667;0;0,4;3,1;56;68;76;12;12,66666667;16,66666667;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"119"
"Site Gilles";"Site Gilles - lot 5 - 300 Ab";"2018-09-16";"semaine1";"Lot 5";"300 Ab";0;114,6551724;"hiver";"sans";"mi_soleil";"mi";"E";"ruchette";"sanitaire";"Hybride";"CE";0,1;0;0;58;27;21,66666667;0;0;0;61;72;58;20;21;25;"Isere";"Auvergne Rhone Alpes";17,4;167;264;"0"
